t, dist, e_dist, dist_err, input, output, error
2.318000, 3.852759, -3.316051, 7.168811, -1.570796, -1.598727, 0.027931, 
2.318100, 3.812409, -3.291764, 7.104173, -1.570796, -1.598701, 0.027905, 
2.318200, 3.771456, -3.267732, 7.039187, -1.570796, -1.598675, 0.027879, 
2.318300, 3.729908, -3.243957, 6.973865, -1.570796, -1.598648, 0.027852, 
2.318400, 3.687770, -3.220445, 6.908215, -1.570796, -1.598622, 0.027826, 
2.318500, 3.645051, -3.197198, 6.842248, -1.570796, -1.598596, 0.027800, 
2.318600, 3.601755, -3.174220, 6.775975, -1.570796, -1.598569, 0.027773, 
2.318700, 3.557891, -3.151516, 6.709407, -1.570796, -1.598543, 0.027747, 
2.318800, 3.513466, -3.129087, 6.642553, -1.570796, -1.598516, 0.027720, 
2.318900, 3.468485, -3.106940, 6.575424, -1.570796, -1.598490, 0.027694, 
2.319000, 3.422956, -3.085075, 6.508032, -1.570796, -1.598463, 0.027667, 
2.319100, 3.376888, -3.063498, 6.440385, -1.570796, -1.598436, 0.027640, 
2.319200, 3.330285, -3.042211, 6.372496, -1.570796, -1.598409, 0.027613, 
2.319300, 3.283157, -3.021218, 6.304375, -1.570796, -1.598383, 0.027587, 
2.319400, 3.235511, -3.000522, 6.236033, -1.570796, -1.598356, 0.027560, 
2.319500, 3.187354, -2.980126, 6.167480, -1.570796, -1.598329, 0.027533, 
2.319600, 3.138693, -2.960034, 6.098727, -1.570796, -1.598302, 0.027506, 
2.319700, 3.089536, -2.940249, 6.029786, -1.570796, -1.598275, 0.027479, 
2.319800, 3.039892, -2.920774, 5.960666, -1.570796, -1.598248, 0.027452, 
2.319900, 2.989768, -2.901612, 5.891380, -1.570796, -1.598221, 0.027425, 
2.320000, 2.939172, -2.882765, 5.821937, -1.570796, -1.598194, 0.027398, 
2.320100, 2.888111, -2.864238, 5.752349, -1.570796, -1.598167, 0.027371, 
2.320200, 2.836595, -2.846033, 5.682627, -1.570796, -1.598140, 0.027344, 
2.320300, 2.784630, -2.828152, 5.612782, -1.570796, -1.598113, 0.027317, 
2.320400, 2.732226, -2.810599, 5.542825, -1.570796, -1.598086, 0.027290, 
2.320500, 2.679390, -2.793377, 5.472767, -1.570796, -1.598059, 0.027263, 
2.320600, 2.626131, -2.776487, 5.402619, -1.570796, -1.598032, 0.027236, 
2.320700, 2.572458, -2.759934, 5.332391, -1.570796, -1.598004, 0.027208, 
2.320800, 2.518378, -2.743718, 5.262096, -1.570796, -1.597977, 0.027181, 
2.320900, 2.463901, -2.727844, 5.191745, -1.570796, -1.597950, 0.027154, 
2.321000, 2.409034, -2.712313, 5.121347, -1.570796, -1.597923, 0.027127, 
2.321100, 2.353787, -2.697128, 5.050915, -1.570796, -1.597896, 0.027100, 
2.321200, 2.298169, -2.682291, 4.980460, -1.570796, -1.597869, 0.027073, 
2.321300, 2.242187, -2.667805, 4.909993, -1.570796, -1.597842, 0.027046, 
2.321400, 2.185852, -2.653672, 4.839524, -1.570796, -1.597814, 0.027018, 
2.321500, 2.129171, -2.639894, 4.769065, -1.570796, -1.597787, 0.026991, 
2.321600, 2.072154, -2.626474, 4.698628, -1.570796, -1.597760, 0.026964, 
2.321700, 2.014810, -2.613413, 4.628223, -1.570796, -1.597733, 0.026937, 
2.321800, 1.957148, -2.600713, 4.557861, -1.570796, -1.597706, 0.026910, 
2.321900, 1.899176, -2.588377, 4.487553, -1.570796, -1.597679, 0.026883, 
2.322000, 1.840905, -2.576407, 4.417312, -1.570796, -1.597652, 0.026856, 
2.322100, 1.782343, -2.564803, 4.347146, -1.570796, -1.597624, 0.026828, 
2.322200, 1.723500, -2.553569, 4.277069, -1.570796, -1.597597, 0.026801, 
2.322300, 1.664384, -2.542706, 4.207090, -1.570796, -1.597570, 0.026774, 
2.322400, 1.605006, -2.532216, 4.137222, -1.570796, -1.597543, 0.026747, 
2.322500, 1.545374, -2.522100, 4.067474, -1.570796, -1.597516, 0.026720, 
2.322600, 1.485498, -2.512360, 3.997858, -1.570796, -1.597489, 0.026693, 
2.322700, 1.425387, -2.502998, 3.928385, -1.570796, -1.597462, 0.026666, 
2.322800, 1.365052, -2.494014, 3.859066, -1.570796, -1.597436, 0.026640, 
2.322900, 1.304501, -2.485411, 3.789912, -1.570796, -1.597409, 0.026613, 
2.323000, 1.243744, -2.477190, 3.720933, -1.570796, -1.597382, 0.026586, 
2.323100, 1.182790, -2.469351, 3.652141, -1.570796, -1.597355, 0.026559, 
2.323200, 1.121650, -2.461897, 3.583547, -1.570796, -1.597328, 0.026532, 
2.323300, 1.060332, -2.454829, 3.515161, -1.570796, -1.597302, 0.026506, 
2.323400, 0.998847, -2.448146, 3.446994, -1.570796, -1.597275, 0.026479, 
2.323500, 0.937205, -2.441852, 3.379057, -1.570796, -1.597248, 0.026452, 
2.323600, 0.875414, -2.435946, 3.311361, -1.570796, -1.597222, 0.026426, 
2.323700, 0.813486, -2.430430, 3.243916, -1.570796, -1.597195, 0.026399, 
2.323800, 0.751428, -2.425304, 3.176732, -1.570796, -1.597169, 0.026373, 
2.323900, 0.689252, -2.420570, 3.109822, -1.570796, -1.597142, 0.026346, 
2.324000, 0.626968, -2.416227, 3.043195, -1.570796, -1.597116, 0.026320, 
2.324100, 0.564584, -2.412277, 2.976861, -1.570796, -1.597090, 0.026294, 
2.324200, 0.502111, -2.408720, 2.910831, -1.570796, -1.597064, 0.026268, 
2.324300, 0.439559, -2.405558, 2.845116, -1.570796, -1.597037, 0.026241, 
2.324400, 0.376937, -2.402789, 2.779726, -1.570796, -1.597011, 0.026215, 
2.324500, 0.314256, -2.400416, 2.714672, -1.570796, -1.596985, 0.026189, 
2.324600, 0.251525, -2.398437, 2.649962, -1.570796, -1.596959, 0.026163, 
2.324700, 0.188755, -2.396854, 2.585609, -1.570796, -1.596933, 0.026137, 
2.324800, 0.125954, -2.395667, 2.521621, -1.570796, -1.596908, 0.026112, 
2.324900, 0.063134, -2.394876, 2.458010, -1.570796, -1.596882, 0.026086, 
2.325000, 0.000304, -2.394481, 2.394785, -1.570796, -1.596856, 0.026060, 
2.325100, -0.062526, -2.394481, 2.331955, -1.570796, -1.596831, 0.026035, 
2.325200, -0.125347, -2.394878, 2.269532, -1.570796, -1.596805, 0.026009, 
2.325300, -0.188147, -2.395671, 2.207524, -1.570796, -1.596780, 0.025984, 
2.325400, -0.250918, -2.396860, 2.145942, -1.570796, -1.596754, 0.025958, 
2.325500, -0.313649, -2.398445, 2.084796, -1.570796, -1.596729, 0.025933, 
2.325600, -0.376331, -2.400425, 2.024094, -1.570796, -1.596704, 0.025908, 
2.325700, -0.438953, -2.402801, 1.963847, -1.570796, -1.596679, 0.025883, 
2.325800, -0.501506, -2.405571, 1.904065, -1.570796, -1.596654, 0.025858, 
2.325900, -0.563980, -2.408735, 1.844755, -1.570796, -1.596629, 0.025833, 
2.326000, -0.626365, -2.412294, 1.785929, -1.570796, -1.596604, 0.025808, 
2.326100, -0.688650, -2.416245, 1.727595, -1.570796, -1.596580, 0.025784, 
2.326200, -0.750827, -2.420590, 1.669762, -1.570796, -1.596555, 0.025759, 
2.326300, -0.812886, -2.425326, 1.612440, -1.570796, -1.596530, 0.025734, 
2.326400, -0.874816, -2.430454, 1.555638, -1.570796, -1.596506, 0.025710, 
2.326500, -0.936608, -2.435972, 1.499364, -1.570796, -1.596482, 0.025686, 
2.326600, -0.998252, -2.441879, 1.443627, -1.570796, -1.596458, 0.025662, 
2.326700, -1.059738, -2.448175, 1.388437, -1.570796, -1.596434, 0.025638, 
2.326800, -1.121057, -2.454859, 1.333802, -1.570796, -1.596410, 0.025614, 
2.326900, -1.182199, -2.461930, 1.279730, -1.570796, -1.596386, 0.025590, 
2.327000, -1.243155, -2.469385, 1.226231, -1.570796, -1.596362, 0.025566, 
2.327100, -1.303914, -2.477226, 1.173312, -1.570796, -1.596338, 0.025542, 
2.327200, -1.364467, -2.485449, 1.120982, -1.570796, -1.596315, 0.025519, 
2.327300, -1.424805, -2.494054, 1.069249, -1.570796, -1.596291, 0.025495, 
2.327400, -1.484917, -2.503039, 1.018122, -1.570796, -1.596268, 0.025472, 
2.327500, -1.544796, -2.512403, 0.967608, -1.570796, -1.596245, 0.025449, 
2.327600, -1.604430, -2.522145, 0.917715, -1.570796, -1.596222, 0.025426, 
2.327700, -1.663811, -2.532263, 0.868452, -1.570796, -1.596199, 0.025403, 
2.327800, -1.722929, -2.542755, 0.819826, -1.570796, -1.596176, 0.025380, 
2.327900, -1.781775, -2.553620, 0.771845, -1.570796, -1.596154, 0.025358, 
2.328000, -1.840340, -2.564856, 0.724516, -1.570796, -1.596131, 0.025335, 
2.328100, -1.898614, -2.576461, 0.677847, -1.570796, -1.596109, 0.025313, 
2.328200, -1.956588, -2.588433, 0.631845, -1.570796, -1.596086, 0.025290, 
2.328300, -2.014254, -2.600771, 0.586518, -1.570796, -1.596064, 0.025268, 
2.328400, -2.071601, -2.613473, 0.541872, -1.570796, -1.596042, 0.025246, 
2.328500, -2.128621, -2.626536, 0.497915, -1.570796, -1.596020, 0.025224, 
2.328600, -2.185305, -2.639958, 0.454653, -1.570796, -1.595999, 0.025203, 
2.328700, -2.241644, -2.653738, 0.412094, -1.570796, -1.595977, 0.025181, 
2.328800, -2.297629, -2.667873, 0.370244, -1.570796, -1.595956, 0.025160, 
2.328900, -2.353251, -2.682361, 0.329110, -1.570796, -1.595934, 0.025138, 
2.329000, -2.408502, -2.697200, 0.288698, -1.570796, -1.595913, 0.025117, 
2.329100, -2.463372, -2.712387, 0.249015, -1.570796, -1.595892, 0.025096, 
2.329200, -2.517853, -2.727920, 0.210067, -1.570796, -1.595871, 0.025075, 
2.329300, -2.571937, -2.743796, 0.171859, -1.570796, -1.595850, 0.025054, 
2.329400, -2.625614, -2.760013, 0.134399, -1.570796, -1.595830, 0.025034, 
2.329500, -2.678877, -2.776569, 0.097692, -1.570796, -1.595809, 0.025013, 
2.329600, -2.731717, -2.793460, 0.061744, -1.570796, -1.595789, 0.024993, 
2.329700, -2.784125, -2.810685, 0.026560, -1.570796, -1.595769, 0.024973, 
2.329800, -2.836094, -2.828240, -0.007854, -1.570796, -1.595749, 0.024953, 
2.329900, -2.887615, -2.846123, -0.041492, -1.570796, -1.595729, 0.024933, 
2.330000, -2.938680, -2.864330, -0.074350, -1.570796, -1.595709, 0.024913, 
2.330100, -2.989281, -2.882859, -0.106421, -1.570796, -1.595690, 0.024894, 
2.330200, -3.039410, -2.901708, -0.137702, -1.570796, -1.595670, 0.024874, 
2.330300, -3.089059, -2.920872, -0.168186, -1.570796, -1.595651, 0.024855, 
2.330400, -3.138220, -2.940350, -0.197870, -1.570796, -1.595632, 0.024836, 
2.330500, -3.186885, -2.960137, -0.226748, -1.570796, -1.595613, 0.024817, 
2.330600, -3.235048, -2.980231, -0.254816, -1.570796, -1.595594, 0.024798, 
2.330700, -3.282699, -3.000629, -0.282070, -1.570796, -1.595575, 0.024779, 
2.330800, -3.329832, -3.021327, -0.308505, -1.570796, -1.595557, 0.024761, 
2.330900, -3.376439, -3.042322, -0.334117, -1.570796, -1.595539, 0.024743, 
2.331000, -3.422513, -3.063611, -0.358902, -1.570796, -1.595520, 0.024724, 
2.331100, -3.468047, -3.085191, -0.382856, -1.570796, -1.595502, 0.024706, 
2.331200, -3.513033, -3.107058, -0.405975, -1.570796, -1.595485, 0.024689, 
2.331300, -3.557464, -3.129208, -0.428256, -1.570796, -1.595467, 0.024671, 
2.331400, -3.601334, -3.151638, -0.449695, -1.570796, -1.595449, 0.024653, 
2.331500, -3.644635, -3.174345, -0.470289, -1.570796, -1.595432, 0.024636, 
2.331600, -3.687360, -3.197325, -0.490035, -1.570796, -1.595415, 0.024619, 
2.331700, -3.729503, -3.220574, -0.508928, -1.570796, -1.595398, 0.024602, 
2.331800, -3.771057, -3.244089, -0.526967, -1.570796, -1.595381, 0.024585, 
2.331900, -3.812015, -3.267866, -0.544149, -1.570796, -1.595364, 0.024568, 
2.332000, -3.852372, -3.291901, -0.560471, -1.570796, -1.595348, 0.024552, 
2.332100, -3.892120, -3.316191, -0.575929, -1.570796, -1.595331, 0.024535, 
2.332200, -3.931254, -3.340731, -0.590523, -1.570796, -1.595315, 0.024519, 
2.332300, -3.969767, -3.365518, -0.604249, -1.570796, -1.595299, 0.024503, 
2.332400, -4.007653, -3.390548, -0.617105, -1.570796, -1.595283, 0.024487, 
2.332500, -4.044906, -3.415816, -0.629090, -1.570796, -1.595268, 0.024472, 
2.332600, -4.081520, -3.441319, -0.640201, -1.570796, -1.595252, 0.024456, 
2.332700, -4.117490, -3.467053, -0.650437, -1.570796, -1.595237, 0.024441, 
2.332800, -4.152810, -3.493014, -0.659795, -1.570796, -1.595221, 0.024425, 
2.332900, -4.187474, -3.519198, -0.668276, -1.570796, -1.595206, 0.024410, 
2.333000, -4.221476, -3.545600, -0.675876, -1.570796, -1.595192, 0.024396, 
2.333100, -4.254812, -3.572216, -0.682596, -1.570796, -1.595177, 0.024381, 
2.333200, -4.287476, -3.599043, -0.688433, -1.570796, -1.595162, 0.024366, 
2.333300, -4.319463, -3.626076, -0.693388, -1.570796, -1.595148, 0.024352, 
2.333400, -4.350768, -3.653310, -0.697459, -1.570796, -1.595134, 0.024338, 
2.333500, -4.381386, -3.680741, -0.700645, -1.570796, -1.595120, 0.024324, 
2.333600, -4.411313, -3.708366, -0.702947, -1.570796, -1.595106, 0.024310, 
2.333700, -4.440542, -3.736179, -0.704363, -1.570796, -1.595092, 0.024296, 
2.333800, -4.469070, -3.764176, -0.704894, -1.570796, -1.595079, 0.024283, 
2.333900, -4.496893, -3.792354, -0.704539, -1.570796, -1.595066, 0.024270, 
2.334000, -4.524005, -3.820706, -0.703299, -1.570796, -1.595052, 0.024256, 
2.334100, -4.550403, -3.849230, -0.701173, -1.570796, -1.595039, 0.024243, 
2.334200, -4.576083, -3.877920, -0.698163, -1.570796, -1.595027, 0.024231, 
2.334300, -4.601040, -3.906772, -0.694268, -1.570796, -1.595014, 0.024218, 
2.334400, -4.625270, -3.935781, -0.689489, -1.570796, -1.595001, 0.024205, 
2.334500, -4.648770, -3.964943, -0.683827, -1.570796, -1.594989, 0.024193, 
2.334600, -4.671536, -3.994253, -0.677283, -1.570796, -1.594977, 0.024181, 
2.334700, -4.693564, -4.023707, -0.669857, -1.570796, -1.594965, 0.024169, 
2.334800, -4.714851, -4.053300, -0.661552, -1.570796, -1.594953, 0.024157, 
2.334900, -4.735394, -4.083026, -0.652367, -1.570796, -1.594942, 0.024146, 
2.335000, -4.755188, -4.112883, -0.642306, -1.570796, -1.594930, 0.024134, 
2.335100, -4.774232, -4.142864, -0.631369, -1.570796, -1.594919, 0.024123, 
2.335200, -4.792522, -4.172965, -0.619557, -1.570796, -1.594908, 0.024112, 
2.335300, -4.810055, -4.203181, -0.606874, -1.570796, -1.594897, 0.024101, 
2.335400, -4.826829, -4.233508, -0.593321, -1.570796, -1.594886, 0.024090, 
2.335500, -4.842840, -4.263940, -0.578899, -1.570796, -1.594875, 0.024079, 
2.335600, -4.858086, -4.294474, -0.563613, -1.570796, -1.594865, 0.024069, 
2.335700, -4.872566, -4.325104, -0.547462, -1.570796, -1.594854, 0.024058, 
2.335800, -4.886276, -4.355824, -0.530451, -1.570796, -1.594844, 0.024048, 
2.335900, -4.899214, -4.386632, -0.512582, -1.570796, -1.594834, 0.024038, 
2.336000, -4.911379, -4.417521, -0.493858, -1.570796, -1.594825, 0.024029, 
2.336100, -4.922768, -4.448486, -0.474282, -1.570796, -1.594815, 0.024019, 
2.336200, -4.933380, -4.479524, -0.453856, -1.570796, -1.594805, 0.024009, 
2.336300, -4.943213, -4.510628, -0.432585, -1.570796, -1.594796, 0.024000, 
2.336400, -4.952265, -4.541794, -0.410471, -1.570796, -1.594787, 0.023991, 
2.336500, -4.960535, -4.573017, -0.387518, -1.570796, -1.594778, 0.023982, 
2.336600, -4.968022, -4.604293, -0.363729, -1.570796, -1.594769, 0.023973, 
2.336700, -4.974724, -4.635616, -0.339109, -1.570796, -1.594760, 0.023964, 
2.336800, -4.980641, -4.666980, -0.313661, -1.570796, -1.594752, 0.023956, 
2.336900, -4.985771, -4.698383, -0.287389, -1.570796, -1.594743, 0.023947, 
2.337000, -4.990114, -4.729817, -0.260297, -1.570796, -1.594735, 0.023939, 
2.337100, -4.993669, -4.761279, -0.232391, -1.570796, -1.594727, 0.023931, 
2.337200, -4.996436, -4.792763, -0.203673, -1.570796, -1.594719, 0.023923, 
2.337300, -4.998413, -4.824265, -0.174148, -1.570796, -1.594711, 0.023915, 
2.337400, -4.999601, -4.855779, -0.143822, -1.570796, -1.594704, 0.023908, 
2.337500, -5.000000, -4.887301, -0.112699, -1.570796, -1.594696, 0.023900, 
2.337600, -4.999609, -4.918825, -0.080784, -1.570796, -1.594689, 0.023893, 
2.337700, -4.998429, -4.950346, -0.048082, -1.570796, -1.594682, 0.023886, 
2.337800, -4.996459, -4.981861, -0.014598, -1.570796, -1.594675, 0.023879, 
2.337900, -4.993700, -5.013362, 0.019662, -1.570796, -1.594668, 0.023872, 
2.338000, -4.990153, -5.044847, 0.054694, -1.570796, -1.594661, 0.023865, 
2.338100, -4.985818, -5.076309, 0.090491, -1.570796, -1.594655, 0.023859, 
2.338200, -4.980695, -5.107743, 0.127048, -1.570796, -1.594648, 0.023852, 
2.338300, -4.974786, -5.139146, 0.164360, -1.570796, -1.594642, 0.023846, 
2.338400, -4.968091, -5.170511, 0.202420, -1.570796, -1.594636, 0.023840, 
2.338500, -4.960612, -5.201833, 0.241222, -1.570796, -1.594630, 0.023834, 
2.338600, -4.952349, -5.233109, 0.280760, -1.570796, -1.594624, 0.023828, 
2.338700, -4.943305, -5.264333, 0.321028, -1.570796, -1.594618, 0.023822, 
2.338800, -4.933479, -5.295499, 0.362020, -1.570796, -1.594613, 0.023817, 
2.338900, -4.922875, -5.326604, 0.403729, -1.570796, -1.594607, 0.023811, 
2.339000, -4.911494, -5.357642, 0.446148, -1.570796, -1.594602, 0.023806, 
2.339100, -4.899336, -5.388608, 0.489271, -1.570796, -1.594597, 0.023801, 
2.339200, -4.886405, -5.419497, 0.533091, -1.570796, -1.594592, 0.023796, 
2.339300, -4.872703, -5.450305, 0.577602, -1.570796, -1.594587, 0.023791, 
2.339400, -4.858231, -5.481026, 0.622795, -1.570796, -1.594582, 0.023786, 
2.339500, -4.842992, -5.511656, 0.668664, -1.570796, -1.594577, 0.023781, 
2.339600, -4.826988, -5.542190, 0.715202, -1.570796, -1.594573, 0.023777, 
2.339700, -4.810222, -5.572623, 0.762402, -1.570796, -1.594568, 0.023772, 
2.339800, -4.792696, -5.602951, 0.810255, -1.570796, -1.594564, 0.023768, 
2.339900, -4.774414, -5.633168, 0.858754, -1.570796, -1.594560, 0.023764, 
2.340000, -4.755377, -5.663269, 0.907892, -1.570796, -1.594556, 0.023760, 
2.340100, -4.735590, -5.693251, 0.957661, -1.570796, -1.594552, 0.023756, 
2.340200, -4.715054, -5.723108, 1.008053, -1.570796, -1.594548, 0.023752, 
2.340300, -4.693775, -5.752835, 1.059060, -1.570796, -1.594544, 0.023748, 
2.340400, -4.671754, -5.782428, 1.110675, -1.570796, -1.594541, 0.023745, 
2.340500, -4.648995, -5.811883, 1.162888, -1.570796, -1.594537, 0.023741, 
2.340600, -4.625502, -5.841194, 1.215691, -1.570796, -1.594534, 0.023738, 
2.340700, -4.601279, -5.870356, 1.269077, -1.570796, -1.594531, 0.023735, 
2.340800, -4.576329, -5.899366, 1.323037, -1.570796, -1.594527, 0.023731, 
2.340900, -4.550657, -5.928219, 1.377563, -1.570796, -1.594524, 0.023728, 
2.341000, -4.524266, -5.956910, 1.432645, -1.570796, -1.594521, 0.023725, 
2.341100, -4.497160, -5.985435, 1.488275, -1.570796, -1.594519, 0.023723, 
2.341200, -4.469344, -6.013788, 1.544444, -1.570796, -1.594516, 0.023720, 
2.341300, -4.440823, -6.041966, 1.601144, -1.570796, -1.594513, 0.023717, 
2.341400, -4.411600, -6.069965, 1.658365, -1.570796, -1.594511, 0.023715, 
2.341500, -4.381681, -6.097779, 1.716098, -1.570796, -1.594508, 0.023712, 
2.341600, -4.351070, -6.125404, 1.774335, -1.570796, -1.594506, 0.023710, 
2.341700, -4.319771, -6.152837, 1.833066, -1.570796, -1.594504, 0.023708, 
2.341800, -4.287791, -6.180072, 1.892281, -1.570796, -1.594501, 0.023705, 
2.341900, -4.255133, -6.207106, 1.951973, -1.570796, -1.594499, 0.023703, 
2.342000, -4.221804, -6.233933, 2.012130, -1.570796, -1.594497, 0.023701, 
2.342100, -4.187807, -6.260551, 2.072743, -1.570796, -1.594495, 0.023699, 
2.342200, -4.153150, -6.286954, 2.133804, -1.570796, -1.594494, 0.023698, 
2.342300, -4.117837, -6.313139, 2.195302, -1.570796, -1.594492, 0.023696, 
2.342400, -4.081873, -6.339101, 2.257228, -1.570796, -1.594490, 0.023694, 
2.342500, -4.045265, -6.364836, 2.319571, -1.570796, -1.594489, 0.023693, 
2.342600, -4.008018, -6.390341, 2.382323, -1.570796, -1.594487, 0.023691, 
2.342700, -3.970138, -6.415610, 2.445472, -1.570796, -1.594486, 0.023690, 
2.342800, -3.931631, -6.440641, 2.509010, -1.570796, -1.594484, 0.023688, 
2.342900, -3.892504, -6.465429, 2.572925, -1.570796, -1.594483, 0.023687, 
2.343000, -3.852761, -6.489971, 2.637209, -1.570796, -1.594482, 0.023686, 
2.343100, -3.812411, -6.514261, 2.701851, -1.570796, -1.594480, 0.023684, 
2.343200, -3.771458, -6.538298, 2.766840, -1.570796, -1.594479, 0.023683, 
2.343300, -3.729910, -6.562076, 2.832166, -1.570796, -1.594478, 0.023682, 
2.343400, -3.687772, -6.585592, 2.897820, -1.570796, -1.594477, 0.023681, 
2.343500, -3.645053, -6.608843, 2.963790, -1.570796, -1.594476, 0.023680, 
2.343600, -3.601758, -6.631824, 3.030067, -1.570796, -1.594476, 0.023680, 
2.343700, -3.557894, -6.654533, 3.096639, -1.570796, -1.594475, 0.023679, 
2.343800, -3.513468, -6.676964, 3.163497, -1.570796, -1.594474, 0.023678, 
2.343900, -3.468487, -6.699116, 3.230629, -1.570796, -1.594473, 0.023677, 
2.344000, -3.422959, -6.720984, 3.298025, -1.570796, -1.594473, 0.023677, 
2.344100, -3.376890, -6.742565, 3.365675, -1.570796, -1.594472, 0.023676, 
2.344200, -3.330288, -6.763856, 3.433568, -1.570796, -1.594471, 0.023675, 
2.344300, -3.283160, -6.784853, 3.501693, -1.570796, -1.594471, 0.023675, 
2.344400, -3.235513, -6.805552, 3.570039, -1.570796, -1.594470, 0.023674, 
2.344500, -3.187356, -6.825952, 3.638596, -1.570796, -1.594470, 0.023674, 
2.344600, -3.138695, -6.846047, 3.707352, -1.570796, -1.594469, 0.023673, 
2.344700, -3.089539, -6.865836, 3.776297, -1.570796, -1.594469, 0.023673, 
2.344800, -3.039895, -6.885315, 3.845421, -1.570796, -1.594469, 0.023673, 
2.344900, -2.989771, -6.904481, 3.914711, -1.570796, -1.594468, 0.023672, 
2.345000, -2.939174, -6.923331, 3.984157, -1.570796, -1.594468, 0.023672, 
2.345100, -2.888114, -6.941862, 4.053749, -1.570796, -1.594468, 0.023672, 
2.345200, -2.836597, -6.960071, 4.123474, -1.570796, -1.594467, 0.023671, 
2.345300, -2.784633, -6.977956, 4.193323, -1.570796, -1.594467, 0.023671, 
2.345400, -2.732229, -6.995512, 4.263284, -1.570796, -1.594467, 0.023671, 
2.345500, -2.679393, -7.012739, 4.333346, -1.570796, -1.594467, 0.023671, 
2.345600, -2.626134, -7.029632, 4.403498, -1.570796, -1.594467, 0.023671, 
2.345700, -2.572461, -7.046189, 4.473729, -1.570796, -1.594466, 0.023670, 
2.345800, -2.518381, -7.062408, 4.544027, -1.570796, -1.594466, 0.023670, 
2.345900, -2.463904, -7.078286, 4.614383, -1.570796, -1.594466, 0.023670, 
2.346000, -2.409037, -7.093821, 4.684784, -1.570796, -1.594466, 0.023670, 
2.346100, -2.353790, -7.109010, 4.755220, -1.570796, -1.594466, 0.023670, 
2.346200, -2.298172, -7.123850, 4.825678, -1.570796, -1.594465, 0.023669, 
2.346300, -2.242190, -7.138340, 4.896150, -1.570796, -1.594465, 0.023669, 
2.346400, -2.185855, -7.152477, 4.966622, -1.570796, -1.594465, 0.023669, 
2.346500, -2.129174, -7.166258, 5.037084, -1.570796, -1.594465, 0.023669, 
2.346600, -2.072157, -7.179683, 5.107526, -1.570796, -1.594465, 0.023669, 
2.346700, -2.014813, -7.192748, 5.177935, -1.570796, -1.594465, 0.023669, 
2.346800, -1.957151, -7.205451, 5.248300, -1.570796, -1.594464, 0.023668, 
2.346900, -1.899179, -7.217791, 5.318611, -1.570796, -1.594464, 0.023668, 
2.347000, -1.840908, -7.229765, 5.388857, -1.570796, -1.594464, 0.023668, 
2.347100, -1.782346, -7.241372, 5.459026, -1.570796, -1.594464, 0.023668, 
2.347200, -1.723503, -7.252610, 5.529107, -1.570796, -1.594463, 0.023667, 
2.347300, -1.664387, -7.263476, 5.599089, -1.570796, -1.594463, 0.023667, 
2.347400, -1.605009, -7.273970, 5.668962, -1.570796, -1.594463, 0.023667, 
2.347500, -1.545377, -7.284090, 5.738713, -1.570796, -1.594463, 0.023667, 
2.347600, -1.485501, -7.293834, 5.808333, -1.570796, -1.594462, 0.023666, 
2.347700, -1.425390, -7.303200, 5.877810, -1.570796, -1.594462, 0.023666, 
2.347800, -1.365055, -7.312187, 5.947132, -1.570796, -1.594461, 0.023665, 
2.347900, -1.304504, -7.320794, 6.016290, -1.570796, -1.594461, 0.023665, 
2.348000, -1.243747, -7.329019, 6.085273, -1.570796, -1.594460, 0.023664, 
2.348100, -1.182793, -7.336861, 6.154068, -1.570796, -1.594460, 0.023664, 
2.348200, -1.121653, -7.344319, 6.222666, -1.570796, -1.594459, 0.023663, 
2.348300, -1.060336, -7.351392, 6.291056, -1.570796, -1.594459, 0.023663, 
2.348400, -0.998851, -7.358077, 6.359227, -1.570796, -1.594458, 0.023662, 
2.348500, -0.937208, -7.364376, 6.427168, -1.570796, -1.594457, 0.023661, 
2.348600, -0.875418, -7.370285, 6.494868, -1.570796, -1.594457, 0.023661, 
2.348700, -0.813489, -7.375805, 6.562316, -1.570796, -1.594456, 0.023660, 
2.348800, -0.751431, -7.380935, 6.629503, -1.570796, -1.594455, 0.023659, 
2.348900, -0.689256, -7.385673, 6.696417, -1.570796, -1.594454, 0.023658, 
2.349000, -0.626971, -7.390019, 6.763049, -1.570796, -1.594453, 0.023657, 
2.349100, -0.564587, -7.393973, 6.829386, -1.570796, -1.594452, 0.023656, 
2.349200, -0.502114, -7.397533, 6.895419, -1.570796, -1.594451, 0.023655, 
2.349300, -0.439562, -7.400700, 6.961138, -1.570796, -1.594450, 0.023654, 
2.349400, -0.376940, -7.403472, 7.026532, -1.570796, -1.594448, 0.023652, 
2.349500, -0.314259, -7.405849, 7.091590, -1.570796, -1.594447, 0.023651, 
2.349600, -0.251528, -7.407831, 7.156303, -1.570796, -1.594446, 0.023650, 
2.349700, -0.188758, -7.409418, 7.220660, -1.570796, -1.594444, 0.023648, 
2.349800, -0.125958, -7.410609, 7.284652, -1.570796, -1.594443, 0.023647, 
2.349900, -0.063137, -7.411404, 7.348267, -1.570796, -1.594441, 0.023645, 
2.350000, -0.000307, -7.411803, 7.411496, -1.570796, -1.594439, 0.023643, 
2.350100, 0.062523, -7.411806, 7.474329, -1.570796, -1.594438, 0.023642, 
2.350200, 0.125343, -7.411413, 7.536756, -1.570796, -1.594436, 0.023640, 
2.350300, 0.188144, -7.410623, 7.598767, -1.570796, -1.594434, 0.023638, 
2.350400, 0.250915, -7.409438, 7.660353, -1.570796, -1.594432, 0.023636, 
