t, dist, e_dist, dist_err, input, output, error
1.093400, -3.687662, -6.574487, 2.886825, -1.570796, -1.478627, -0.092169, 
1.093500, -3.644941, -6.597687, 2.952746, -1.570796, -1.478509, -0.092287, 
1.093600, -3.601644, -6.620617, 3.018972, -1.570796, -1.478391, -0.092405, 
1.093700, -3.557779, -6.643274, 3.085495, -1.570796, -1.478273, -0.092523, 
1.093800, -3.513352, -6.665654, 3.152303, -1.570796, -1.478156, -0.092640, 
1.093900, -3.468370, -6.687754, 3.219385, -1.570796, -1.478038, -0.092758, 
1.094000, -3.422840, -6.709571, 3.286731, -1.570796, -1.477921, -0.092875, 
1.094100, -3.376770, -6.731101, 3.354331, -1.570796, -1.477804, -0.092992, 
1.094200, -3.330166, -6.752340, 3.422174, -1.570796, -1.477686, -0.093110, 
1.094300, -3.283037, -6.773285, 3.490248, -1.570796, -1.477569, -0.093227, 
1.094400, -3.235389, -6.793933, 3.558544, -1.570796, -1.477452, -0.093344, 
1.094500, -3.187230, -6.814281, 3.627050, -1.570796, -1.477336, -0.093460, 
1.094600, -3.138568, -6.834325, 3.695756, -1.570796, -1.477219, -0.093577, 
1.094700, -3.089411, -6.854062, 3.764651, -1.570796, -1.477102, -0.093694, 
1.094800, -3.039765, -6.873489, 3.833724, -1.570796, -1.476986, -0.093810, 
1.094900, -2.989640, -6.892603, 3.902963, -1.570796, -1.476869, -0.093927, 
1.095000, -2.939042, -6.911401, 3.972359, -1.570796, -1.476753, -0.094043, 
1.095100, -2.887980, -6.929880, 4.041900, -1.570796, -1.476637, -0.094159, 
1.095200, -2.836463, -6.948038, 4.111575, -1.570796, -1.476521, -0.094275, 
1.095300, -2.784497, -6.965870, 4.181373, -1.570796, -1.476405, -0.094391, 
1.095400, -2.732092, -6.983375, 4.251283, -1.570796, -1.476289, -0.094507, 
1.095500, -2.679255, -7.000549, 4.321294, -1.570796, -1.476173, -0.094623, 
1.095600, -2.625995, -7.017390, 4.391395, -1.570796, -1.476057, -0.094739, 
1.095700, -2.572320, -7.033895, 4.461575, -1.570796, -1.475941, -0.094855, 
1.095800, -2.518240, -7.050062, 4.531822, -1.570796, -1.475826, -0.094970, 
1.095900, -2.463761, -7.065888, 4.602127, -1.570796, -1.475710, -0.095086, 
1.096000, -2.408894, -7.081371, 4.672477, -1.570796, -1.475595, -0.095201, 
1.096100, -2.353646, -7.096507, 4.742861, -1.570796, -1.475479, -0.095317, 
1.096200, -2.298027, -7.111295, 4.813269, -1.570796, -1.475364, -0.095432, 
1.096300, -2.242044, -7.125733, 4.883688, -1.570796, -1.475249, -0.095547, 
1.096400, -2.185708, -7.139817, 4.954109, -1.570796, -1.475134, -0.095662, 
1.096500, -2.129026, -7.153546, 5.024520, -1.570796, -1.475018, -0.095778, 
1.096600, -2.072008, -7.166918, 5.094910, -1.570796, -1.474903, -0.095893, 
1.096700, -2.014663, -7.179931, 5.165267, -1.570796, -1.474788, -0.096008, 
1.096800, -1.957000, -7.192582, 5.235581, -1.570796, -1.474673, -0.096123, 
1.096900, -1.899028, -7.204869, 5.305841, -1.570796, -1.474559, -0.096237, 
1.097000, -1.840756, -7.216791, 5.376035, -1.570796, -1.474444, -0.096352, 
1.097100, -1.782193, -7.228345, 5.446152, -1.570796, -1.474329, -0.096467, 
1.097200, -1.723349, -7.239530, 5.516181, -1.570796, -1.474214, -0.096582, 
1.097300, -1.664233, -7.250345, 5.586112, -1.570796, -1.474100, -0.096696, 
1.097400, -1.604854, -7.260786, 5.655932, -1.570796, -1.473985, -0.096811, 
1.097500, -1.545221, -7.270853, 5.725632, -1.570796, -1.473870, -0.096926, 
1.097600, -1.485345, -7.280544, 5.795199, -1.570796, -1.473756, -0.097040, 
1.097700, -1.425234, -7.289858, 5.864624, -1.570796, -1.473641, -0.097155, 
1.097800, -1.364898, -7.298792, 5.933895, -1.570796, -1.473527, -0.097269, 
1.097900, -1.304346, -7.307347, 6.003001, -1.570796, -1.473412, -0.097384, 
1.098000, -1.243588, -7.315519, 6.071931, -1.570796, -1.473298, -0.097498, 
1.098100, -1.182634, -7.323308, 6.140674, -1.570796, -1.473184, -0.097612, 
1.098200, -1.121494, -7.330713, 6.209220, -1.570796, -1.473069, -0.097727, 
1.098300, -1.060176, -7.337733, 6.277557, -1.570796, -1.472955, -0.097841, 
1.098400, -0.998691, -7.344366, 6.345675, -1.570796, -1.472841, -0.097955, 
1.098500, -0.937048, -7.350611, 6.413564, -1.570796, -1.472726, -0.098070, 
1.098600, -0.875257, -7.356468, 6.481211, -1.570796, -1.472612, -0.098184, 
1.098700, -0.813328, -7.361935, 6.548607, -1.570796, -1.472498, -0.098298, 
1.098800, -0.751270, -7.367012, 6.615742, -1.570796, -1.472384, -0.098412, 
1.098900, -0.689094, -7.371697, 6.682603, -1.570796, -1.472269, -0.098527, 
1.099000, -0.626809, -7.375990, 6.749182, -1.570796, -1.472155, -0.098641, 
1.099100, -0.564425, -7.379891, 6.815466, -1.570796, -1.472041, -0.098755, 
1.099200, -0.501952, -7.383398, 6.881447, -1.570796, -1.471927, -0.098869, 
1.099300, -0.439399, -7.386512, 6.947113, -1.570796, -1.471813, -0.098983, 
1.099400, -0.376777, -7.389231, 7.012453, -1.570796, -1.471698, -0.099098, 
1.099500, -0.314096, -7.391555, 7.077459, -1.570796, -1.471584, -0.099212, 
1.099600, -0.251365, -7.393484, 7.142119, -1.570796, -1.471470, -0.099326, 
1.099700, -0.188595, -7.395018, 7.206423, -1.570796, -1.471356, -0.099440, 
1.099800, -0.125794, -7.396155, 7.270361, -1.570796, -1.471242, -0.099554, 
1.099900, -0.062974, -7.396897, 7.333923, -1.570796, -1.471128, -0.099668, 
1.100000, -0.000144, -7.397243, 7.397099, -1.570796, -1.471013, -0.099783, 
1.100100, 0.062686, -7.397193, 7.459879, -1.570796, -1.470899, -0.099897, 
1.100200, 0.125507, -7.396746, 7.522253, -1.570796, -1.470785, -0.100011, 
1.100300, 0.188307, -7.395904, 7.584211, -1.570796, -1.470671, -0.100125, 
1.100400, 0.251078, -7.394665, 7.645743, -1.570796, -1.470557, -0.100239, 
1.100500, 0.313809, -7.393031, 7.706840, -1.570796, -1.470442, -0.100354, 
1.100600, 0.376491, -7.391001, 7.767492, -1.570796, -1.470328, -0.100468, 
1.100700, 0.439113, -7.388576, 7.827689, -1.570796, -1.470214, -0.100582, 
1.100800, 0.501665, -7.385757, 7.887422, -1.570796, -1.470100, -0.100696, 
1.100900, 0.564139, -7.382542, 7.946681, -1.570796, -1.469985, -0.100811, 
1.101000, 0.626523, -7.378934, 8.005458, -1.570796, -1.469871, -0.100925, 
1.101100, 0.688809, -7.374933, 8.063742, -1.570796, -1.469756, -0.101040, 
1.101200, 0.750986, -7.370539, 8.121525, -1.570796, -1.469642, -0.101154, 
1.101300, 0.813044, -7.365753, 8.178797, -1.570796, -1.469528, -0.101268, 
1.101400, 0.874974, -7.360576, 8.235549, -1.570796, -1.469413, -0.101383, 
1.101500, 0.936765, -7.355008, 8.291773, -1.570796, -1.469299, -0.101497, 
1.101600, 0.998409, -7.349051, 8.347459, -1.570796, -1.469184, -0.101612, 
1.101700, 1.059895, -7.342705, 8.402599, -1.570796, -1.469070, -0.101726, 
1.101800, 1.121213, -7.335971, 8.457184, -1.570796, -1.468955, -0.101841, 
1.101900, 1.182355, -7.328851, 8.511206, -1.570796, -1.468840, -0.101956, 
1.102000, 1.243310, -7.321345, 8.564655, -1.570796, -1.468726, -0.102070, 
1.102100, 1.304068, -7.313455, 8.617523, -1.570796, -1.468611, -0.102185, 
1.102200, 1.364621, -7.305182, 8.669803, -1.570796, -1.468496, -0.102300, 
1.102300, 1.424958, -7.296527, 8.721485, -1.570796, -1.468381, -0.102415, 
1.102400, 1.485070, -7.287491, 8.772562, -1.570796, -1.468266, -0.102530, 
1.102500, 1.544948, -7.278077, 8.823025, -1.570796, -1.468151, -0.102645, 
1.102600, 1.604582, -7.268285, 8.872867, -1.570796, -1.468036, -0.102760, 
1.102700, 1.663962, -7.258117, 8.922079, -1.570796, -1.467921, -0.102875, 
1.102800, 1.723079, -7.247575, 8.970655, -1.570796, -1.467806, -0.102990, 
1.102900, 1.781925, -7.236660, 9.018585, -1.570796, -1.467691, -0.103105, 
1.103000, 1.840489, -7.225374, 9.065863, -1.570796, -1.467576, -0.103220, 
1.103100, 1.898762, -7.213719, 9.112481, -1.570796, -1.467461, -0.103335, 
1.103200, 1.956736, -7.201697, 9.158432, -1.570796, -1.467345, -0.103451, 
1.103300, 2.014400, -7.189309, 9.203709, -1.570796, -1.467230, -0.103566, 
1.103400, 2.071747, -7.176557, 9.248304, -1.570796, -1.467115, -0.103681, 
1.103500, 2.128766, -7.163444, 9.292210, -1.570796, -1.466999, -0.103797, 
1.103600, 2.185449, -7.149971, 9.335420, -1.570796, -1.466883, -0.103913, 
1.103700, 2.241787, -7.136141, 9.377928, -1.570796, -1.466768, -0.104028, 
1.103800, 2.297771, -7.121956, 9.419727, -1.570796, -1.466652, -0.104144, 
1.103900, 2.353392, -7.107417, 9.460810, -1.570796, -1.466536, -0.104260, 
1.104000, 2.408642, -7.092528, 9.501170, -1.570796, -1.466420, -0.104376, 
1.104100, 2.463511, -7.077291, 9.540802, -1.570796, -1.466304, -0.104492, 
1.104200, 2.517991, -7.061708, 9.579699, -1.570796, -1.466188, -0.104608, 
1.104300, 2.572074, -7.045781, 9.617855, -1.570796, -1.466072, -0.104724, 
1.104400, 2.625750, -7.029514, 9.655264, -1.570796, -1.465956, -0.104840, 
1.104500, 2.679012, -7.012907, 9.691919, -1.570796, -1.465840, -0.104956, 
1.104600, 2.731851, -6.995965, 9.727816, -1.570796, -1.465724, -0.105072, 
1.104700, 2.784258, -6.978690, 9.762948, -1.570796, -1.465607, -0.105189, 
1.104800, 2.836226, -6.961085, 9.797311, -1.570796, -1.465491, -0.105305, 
1.104900, 2.887746, -6.943152, 9.830897, -1.570796, -1.465374, -0.105422, 
1.105000, 2.938809, -6.924894, 9.863703, -1.570796, -1.465258, -0.105538, 
1.105100, 2.989409, -6.906314, 9.895723, -1.570796, -1.465141, -0.105655, 
1.105200, 3.039537, -6.887415, 9.926951, -1.570796, -1.465024, -0.105772, 
1.105300, 3.089184, -6.868200, 9.957384, -1.570796, -1.464907, -0.105889, 
1.105400, 3.138344, -6.848672, 9.987016, -1.570796, -1.464790, -0.106006, 
1.105500, 3.187009, -6.828834, 10.015842, -1.570796, -1.464673, -0.106123, 
1.105600, 3.235170, -6.808689, 10.043858, -1.570796, -1.464556, -0.106240, 
1.105700, 3.282820, -6.788240, 10.071060, -1.570796, -1.464439, -0.106357, 
1.105800, 3.329952, -6.767491, 10.097443, -1.570796, -1.464322, -0.106474, 
1.105900, 3.376557, -6.746445, 10.123003, -1.570796, -1.464204, -0.106592, 
1.106000, 3.422630, -6.725105, 10.147735, -1.570796, -1.464087, -0.106709, 
1.106100, 3.468162, -6.703475, 10.171637, -1.570796, -1.463969, -0.106827, 
1.106200, 3.513147, -6.681557, 10.194704, -1.570796, -1.463852, -0.106944, 
1.106300, 3.557577, -6.659356, 10.216933, -1.570796, -1.463734, -0.107062, 
1.106400, 3.601445, -6.636875, 10.238319, -1.570796, -1.463616, -0.107180, 
1.106500, 3.644744, -6.614117, 10.258861, -1.570796, -1.463498, -0.107298, 
1.106600, 3.687468, -6.591086, 10.278554, -1.570796, -1.463380, -0.107416, 
1.106700, 3.729609, -6.567785, 10.297395, -1.570796, -1.463262, -0.107534, 
1.106800, 3.771162, -6.544219, 10.315381, -1.570796, -1.463144, -0.107652, 
1.106900, 3.812119, -6.520391, 10.332510, -1.570796, -1.463025, -0.107771, 
1.107000, 3.852474, -6.496305, 10.348779, -1.570796, -1.462907, -0.107889, 
1.107100, 3.892221, -6.471964, 10.364185, -1.570796, -1.462789, -0.108007, 
1.107200, 3.931353, -6.447373, 10.378726, -1.570796, -1.462670, -0.108126, 
1.107300, 3.969864, -6.422535, 10.392399, -1.570796, -1.462551, -0.108245, 
1.107400, 4.007748, -6.397454, 10.405202, -1.570796, -1.462432, -0.108364, 
1.107500, 4.045000, -6.372134, 10.417134, -1.570796, -1.462314, -0.108482, 
1.107600, 4.081613, -6.346580, 10.428192, -1.570796, -1.462195, -0.108601, 
1.107700, 4.117581, -6.320794, 10.438375, -1.570796, -1.462075, -0.108721, 
1.107800, 4.152899, -6.294782, 10.447681, -1.570796, -1.461956, -0.108840, 
1.107900, 4.187561, -6.268547, 10.456108, -1.570796, -1.461837, -0.108959, 
1.108000, 4.221562, -6.242093, 10.463655, -1.570796, -1.461718, -0.109078, 
1.108100, 4.254896, -6.215425, 10.470322, -1.570796, -1.461598, -0.109198, 
1.108200, 4.287559, -6.188547, 10.476106, -1.570796, -1.461478, -0.109318, 
1.108300, 4.319544, -6.161463, 10.481007, -1.570796, -1.461359, -0.109437, 
1.108400, 4.350847, -6.134177, 10.485025, -1.570796, -1.461239, -0.109557, 
1.108500, 4.381464, -6.106694, 10.488158, -1.570796, -1.461119, -0.109677, 
1.108600, 4.411388, -6.079018, 10.490406, -1.570796, -1.460999, -0.109797, 
1.108700, 4.440616, -6.051153, 10.491768, -1.570796, -1.460879, -0.109917, 
1.108800, 4.469142, -6.023103, 10.492246, -1.570796, -1.460759, -0.110037, 
1.108900, 4.496963, -5.994874, 10.491837, -1.570796, -1.460639, -0.110157, 
1.109000, 4.524074, -5.966470, 10.490543, -1.570796, -1.460518, -0.110278, 
1.109100, 4.550470, -5.937894, 10.488364, -1.570796, -1.460398, -0.110398, 
1.109200, 4.576147, -5.909152, 10.485300, -1.570796, -1.460277, -0.110519, 
1.109300, 4.601102, -5.880248, 10.481351, -1.570796, -1.460156, -0.110640, 
1.109400, 4.625331, -5.851187, 10.476518, -1.570796, -1.460036, -0.110760, 
1.109500, 4.648829, -5.821973, 10.470802, -1.570796, -1.459915, -0.110881, 
1.109600, 4.671593, -5.792611, 10.464204, -1.570796, -1.459794, -0.111002, 
1.109700, 4.693619, -5.763105, 10.456724, -1.570796, -1.459673, -0.111123, 
1.109800, 4.714904, -5.733460, 10.448364, -1.570796, -1.459552, -0.111244, 
1.109900, 4.735445, -5.703681, 10.439126, -1.570796, -1.459430, -0.111366, 
1.110000, 4.755238, -5.673773, 10.429010, -1.570796, -1.459309, -0.111487, 
1.110100, 4.774280, -5.643739, 10.418019, -1.570796, -1.459187, -0.111609, 
1.110200, 4.792568, -5.613586, 10.406153, -1.570796, -1.459066, -0.111730, 
1.110300, 4.810099, -5.583317, 10.393416, -1.570796, -1.458944, -0.111852, 
1.110400, 4.826870, -5.552938, 10.379808, -1.570796, -1.458823, -0.111973, 
1.110500, 4.842880, -5.522452, 10.365332, -1.570796, -1.458701, -0.112095, 
1.110600, 4.858124, -5.491866, 10.349991, -1.570796, -1.458579, -0.112217, 
1.110700, 4.872602, -5.461184, 10.333786, -1.570796, -1.458457, -0.112339, 
1.110800, 4.886310, -5.430410, 10.316720, -1.570796, -1.458335, -0.112461, 
1.110900, 4.899246, -5.399550, 10.298797, -1.570796, -1.458212, -0.112584, 
1.111000, 4.911409, -5.368609, 10.280018, -1.570796, -1.458090, -0.112706, 
1.111100, 4.922796, -5.337590, 10.260386, -1.570796, -1.457968, -0.112828, 
1.111200, 4.933406, -5.306500, 10.239906, -1.570796, -1.457845, -0.112951, 
1.111300, 4.943237, -5.275343, 10.218580, -1.570796, -1.457722, -0.113074, 
1.111400, 4.952287, -5.244123, 10.196410, -1.570796, -1.457600, -0.113196, 
1.111500, 4.960555, -5.212847, 10.173402, -1.570796, -1.457477, -0.113319, 
1.111600, 4.968040, -5.181518, 10.149559, -1.570796, -1.457354, -0.113442, 
1.111700, 4.974740, -5.150143, 10.124883, -1.570796, -1.457231, -0.113565, 
1.111800, 4.980655, -5.118725, 10.099380, -1.570796, -1.457108, -0.113688, 
1.111900, 4.985784, -5.087269, 10.073053, -1.570796, -1.456985, -0.113811, 
1.112000, 4.990125, -5.055781, 10.045906, -1.570796, -1.456862, -0.113934, 
1.112100, 4.993677, -5.024266, 10.017944, -1.570796, -1.456738, -0.114058, 
1.112200, 4.996442, -4.992728, 9.989170, -1.570796, -1.456615, -0.114181, 
1.112300, 4.998417, -4.961173, 9.959591, -1.570796, -1.456492, -0.114304, 
1.112400, 4.999603, -4.929606, 9.929209, -1.570796, -1.456368, -0.114428, 
1.112500, 5.000000, -4.898030, 9.898030, -1.570796, -1.456244, -0.114552, 
1.112600, 4.999607, -4.866453, 9.866060, -1.570796, -1.456121, -0.114675, 
1.112700, 4.998425, -4.834877, 9.833302, -1.570796, -1.455997, -0.114799, 
1.112800, 4.996453, -4.803309, 9.799762, -1.570796, -1.455873, -0.114923, 
1.112900, 4.993692, -4.771754, 9.765446, -1.570796, -1.455749, -0.115047, 
1.113000, 4.990143, -4.740215, 9.730358, -1.570796, -1.455625, -0.115171, 
1.113100, 4.985805, -4.708699, 9.694505, -1.570796, -1.455501, -0.115295, 
1.113200, 4.980681, -4.677211, 9.657891, -1.570796, -1.455377, -0.115419, 
1.113300, 4.974770, -4.645754, 9.620524, -1.570796, -1.455253, -0.115543, 
1.113400, 4.968073, -4.614335, 9.582408, -1.570796, -1.455128, -0.115668, 
1.113500, 4.960592, -4.582958, 9.543550, -1.570796, -1.455004, -0.115792, 
1.113600, 4.952327, -4.551628, 9.503955, -1.570796, -1.454879, -0.115917, 
1.113700, 4.943281, -4.520350, 9.463631, -1.570796, -1.454755, -0.116041, 
1.113800, 4.933453, -4.489129, 9.422582, -1.570796, -1.454630, -0.116166, 
1.113900, 4.922847, -4.457970, 9.380817, -1.570796, -1.454506, -0.116290, 
1.114000, 4.911464, -4.426878, 9.338341, -1.570796, -1.454381, -0.116415, 
1.114100, 4.899304, -4.395857, 9.295161, -1.570796, -1.454256, -0.116540, 
1.114200, 4.886371, -4.364913, 9.251285, -1.570796, -1.454131, -0.116665, 
1.114300, 4.872667, -4.334051, 9.206718, -1.570796, -1.454006, -0.116790, 
1.114400, 4.858193, -4.303274, 9.161468, -1.570796, -1.453882, -0.116914, 
1.114500, 4.842952, -4.272589, 9.115541, -1.570796, -1.453757, -0.117039, 
1.114600, 4.826946, -4.242000, 9.068947, -1.570796, -1.453631, -0.117165, 
1.114700, 4.810178, -4.211512, 9.021690, -1.570796, -1.453506, -0.117290, 
1.114800, 4.792650, -4.181130, 8.973780, -1.570796, -1.453381, -0.117415, 
1.114900, 4.774366, -4.150858, 8.925224, -1.570796, -1.453256, -0.117540, 
1.115000, 4.755328, -4.120701, 8.876028, -1.570796, -1.453131, -0.117665, 
1.115100, 4.735538, -4.090664, 8.826202, -1.570796, -1.453005, -0.117791, 
1.115200, 4.715001, -4.060752, 8.775753, -1.570796, -1.452880, -0.117916, 
1.115300, 4.693720, -4.030969, 8.724688, -1.570796, -1.452754, -0.118042, 
1.115400, 4.671697, -4.001320, 8.673017, -1.570796, -1.452629, -0.118167, 
1.115500, 4.648936, -3.971810, 8.620746, -1.570796, -1.452504, -0.118292, 
1.115600, 4.625441, -3.942443, 8.567885, -1.570796, -1.452378, -0.118418, 
1.115700, 4.601216, -3.913225, 8.514441, -1.570796, -1.452252, -0.118544, 
1.115800, 4.576265, -3.884159, 8.460424, -1.570796, -1.452127, -0.118669, 
1.115900, 4.550590, -3.855250, 8.405841, -1.570796, -1.452001, -0.118795, 
1.116000, 4.524197, -3.826504, 8.350701, -1.570796, -1.451875, -0.118921, 
1.116100, 4.497090, -3.797923, 8.295013, -1.570796, -1.451750, -0.119046, 
1.116200, 4.469273, -3.769513, 8.238786, -1.570796, -1.451624, -0.119172, 
1.116300, 4.440749, -3.741279, 8.182028, -1.570796, -1.451498, -0.119298, 
1.116400, 4.411525, -3.713224, 8.124749, -1.570796, -1.451372, -0.119424, 
1.116500, 4.381604, -3.685354, 8.066958, -1.570796, -1.451246, -0.119550, 
1.116600, 4.350991, -3.657672, 8.008663, -1.570796, -1.451121, -0.119675, 
1.116700, 4.319691, -3.630183, 7.949873, -1.570796, -1.450995, -0.119801, 
1.116800, 4.287708, -3.602891, 7.890599, -1.570796, -1.450869, -0.119927, 
1.116900, 4.255049, -3.575801, 7.830850, -1.570796, -1.450743, -0.120053, 
1.117000, 4.221718, -3.548916, 7.770634, -1.570796, -1.450617, -0.120179, 
1.117100, 4.187720, -3.522242, 7.709962, -1.570796, -1.450491, -0.120305, 
1.117200, 4.153061, -3.495782, 7.648843, -1.570796, -1.450365, -0.120431, 
1.117300, 4.117746, -3.469540, 7.587286, -1.570796, -1.450239, -0.120557, 
1.117400, 4.081781, -3.443521, 7.525302, -1.570796, -1.450113, -0.120683, 
1.117500, 4.045171, -3.417729, 7.462900, -1.570796, -1.449987, -0.120809, 
1.117600, 4.007922, -3.392167, 7.400089, -1.570796, -1.449861, -0.120935, 
1.117700, 3.970041, -3.366840, 7.336881, -1.570796, -1.449735, -0.121061, 
1.117800, 3.931532, -3.341752, 7.273284, -1.570796, -1.449609, -0.121187, 
1.117900, 3.892403, -3.316906, 7.209309, -1.570796, -1.449483, -0.121313, 
1.118000, 3.852659, -3.292307, 7.144967, -1.570796, -1.449357, -0.121439, 
1.118100, 3.812307, -3.267959, 7.080266, -1.570796, -1.449231, -0.121565, 
1.118200, 3.771353, -3.243865, 7.015218, -1.570796, -1.449105, -0.121691, 
1.118300, 3.729803, -3.220029, 6.949832, -1.570796, -1.448979, -0.121817, 
1.118400, 3.687664, -3.196454, 6.884119, -1.570796, -1.448853, -0.121943, 
1.118500, 3.644943, -3.173146, 6.818089, -1.570796, -1.448727, -0.122069, 
1.118600, 3.601647, -3.150106, 6.751753, -1.570796, -1.448601, -0.122195, 
1.118700, 3.557781, -3.127340, 6.685121, -1.570796, -1.448475, -0.122321, 
1.118800, 3.513354, -3.104850, 6.618204, -1.570796, -1.448349, -0.122447, 
1.118900, 3.468372, -3.082640, 6.551012, -1.570796, -1.448224, -0.122572, 
1.119000, 3.422842, -3.060713, 6.483556, -1.570796, -1.448098, -0.122698, 
1.119100, 3.376772, -3.039074, 6.415846, -1.570796, -1.447972, -0.122824, 
1.119200, 3.330168, -3.017725, 6.347893, -1.570796, -1.447846, -0.122950, 
1.119300, 3.283039, -2.996669, 6.279708, -1.570796, -1.447720, -0.123076, 
1.119400, 3.235391, -2.975911, 6.211302, -1.570796, -1.447594, -0.123202, 
1.119500, 3.187233, -2.955453, 6.142685, -1.570796, -1.447469, -0.123327, 
1.119600, 3.138571, -2.935298, 6.073869, -1.570796, -1.447343, -0.123453, 
1.119700, 3.089413, -2.915450, 6.004863, -1.570796, -1.447217, -0.123579, 
1.119800, 3.039768, -2.895912, 5.935680, -1.570796, -1.447092, -0.123704, 
1.119900, 2.989642, -2.876687, 5.866329, -1.570796, -1.446966, -0.123830, 
1.120000, 2.939045, -2.857778, 5.796822, -1.570796, -1.446841, -0.123955, 
1.120100, 2.887983, -2.839187, 5.727170, -1.570796, -1.446715, -0.124081, 
1.120200, 2.836465, -2.820919, 5.657384, -1.570796, -1.446590, -0.124206, 
1.120300, 2.784500, -2.802975, 5.587474, -1.570796, -1.446464, -0.124332, 
1.120400, 2.732094, -2.785358, 5.517453, -1.570796, -1.446339, -0.124457, 
1.120500, 2.679258, -2.768072, 5.447330, -1.570796, -1.446214, -0.124582, 
1.120600, 2.625998, -2.751119, 5.377117, -1.570796, -1.446089, -0.124707, 
1.120700, 2.572323, -2.734502, 5.306825, -1.570796, -1.445963, -0.124833, 
1.120800, 2.518243, -2.718223, 5.236466, -1.570796, -1.445838, -0.124958, 
1.120900, 2.463764, -2.702285, 5.166049, -1.570796, -1.445713, -0.125083, 
1.121000, 2.408897, -2.686690, 5.095587, -1.570796, -1.445588, -0.125208, 
1.121100, 2.353649, -2.671441, 5.025090, -1.570796, -1.445463, -0.125333, 
1.121200, 2.298029, -2.656540, 4.954570, -1.570796, -1.445339, -0.125457, 
1.121300, 2.242047, -2.641990, 4.884037, -1.570796, -1.445214, -0.125582, 
1.121400, 2.185711, -2.627793, 4.813503, -1.570796, -1.445089, -0.125707, 
1.121500, 2.129029, -2.613950, 4.742980, -1.570796, -1.444965, -0.125831, 
1.121600, 2.072011, -2.600465, 4.672477, -1.570796, -1.444840, -0.125956, 
1.121700, 2.014666, -2.587340, 4.602006, -1.570796, -1.444715, -0.126081, 
1.121800, 1.957003, -2.574576, 4.531579, -1.570796, -1.444591, -0.126205, 
1.121900, 1.899031, -2.562175, 4.461206, -1.570796, -1.444467, -0.126329, 
1.122000, 1.840759, -2.550139, 4.390899, -1.570796, -1.444343, -0.126453, 
1.122100, 1.782196, -2.538471, 4.320668, -1.570796, -1.444218, -0.126578, 
1.122200, 1.723352, -2.527172, 4.250525, -1.570796, -1.444094, -0.126702, 
1.122300, 1.664236, -2.516244, 4.180480, -1.570796, -1.443971, -0.126825, 
1.122400, 1.604857, -2.505689, 4.110546, -1.570796, -1.443847, -0.126949, 
1.122500, 1.545225, -2.495508, 4.040732, -1.570796, -1.443723, -0.127073, 
1.122600, 1.485348, -2.485702, 3.971050, -1.570796, -1.443599, -0.127197, 
1.122700, 1.425237, -2.476274, 3.901511, -1.570796, -1.443476, -0.127320, 
1.122800, 1.364901, -2.467225, 3.832126, -1.570796, -1.443352, -0.127444, 
1.122900, 1.304349, -2.458556, 3.762906, -1.570796, -1.443229, -0.127567, 
1.123000, 1.243592, -2.450269, 3.693861, -1.570796, -1.443106, -0.127690, 
1.123100, 1.182638, -2.442365, 3.625003, -1.570796, -1.442983, -0.127813, 
1.123200, 1.121497, -2.434845, 3.556342, -1.570796, -1.442860, -0.127936, 
1.123300, 1.060179, -2.427710, 3.487889, -1.570796, -1.442737, -0.128059, 
1.123400, 0.998694, -2.420962, 3.419656, -1.570796, -1.442614, -0.128182, 
1.123500, 0.937051, -2.414602, 3.351652, -1.570796, -1.442491, -0.128305, 
1.123600, 0.875260, -2.408629, 3.283889, -1.570796, -1.442369, -0.128427, 
1.123700, 0.813331, -2.403047, 3.216378, -1.570796, -1.442246, -0.128550, 
1.123800, 0.751273, -2.397855, 3.149128, -1.570796, -1.442124, -0.128672, 
1.123900, 0.689097, -2.393054, 3.082150, -1.570796, -1.442002, -0.128794, 
1.124000, 0.626812, -2.388644, 3.015456, -1.570796, -1.441880, -0.128916, 
1.124100, 0.564428, -2.384628, 2.949056, -1.570796, -1.441758, -0.129038, 
1.124200, 0.501955, -2.381004, 2.882959, -1.570796, -1.441636, -0.129160, 
1.124300, 0.439402, -2.377775, 2.817177, -1.570796, -1.441514, -0.129282, 
1.124400, 0.376781, -2.374939, 2.751720, -1.570796, -1.441393, -0.129403, 
1.124500, 0.314099, -2.372498, 2.686598, -1.570796, -1.441271, -0.129525, 
1.124600, 0.251368, -2.370453, 2.621821, -1.570796, -1.441150, -0.129646, 
1.124700, 0.188598, -2.368803, 2.557400, -1.570796, -1.441029, -0.129767, 
1.124800, 0.125797, -2.367548, 2.493346, -1.570796, -1.440908, -0.129888, 
1.124900, 0.062977, -2.366689, 2.429667, -1.570796, -1.440787, -0.130009, 
1.125000, 0.000147, -2.366227, 2.366374, -1.570796, -1.440666, -0.130130, 
1.125100, -0.062683, -2.366160, 2.303477, -1.570796, -1.440546, -0.130250, 
1.125200, -0.125503, -2.366489, 2.240986, -1.570796, -1.440426, -0.130370, 
1.125300, -0.188304, -2.367214, 2.178910, -1.570796, -1.440305, -0.130491, 
1.125400, -0.251075, -2.368335, 2.117261, -1.570796, -1.440185, -0.130611, 
1.125500, -0.313806, -2.369852, 2.056046, -1.570796, -1.440065, -0.130731, 
1.125600, -0.376487, -2.371764, 1.995277, -1.570796, -1.439946, -0.130850, 
1.125700, -0.439109, -2.374071, 1.934962, -1.570796, -1.439826, -0.130970, 
1.125800, -0.501662, -2.376773, 1.875111, -1.570796, -1.439707, -0.131089, 
